Name,ISIN,Ticker,Morningstar Fair Value Status,Morningstar Rating Overall,Price/Fair Value,Morningstar Fair Value Per Share,Fair Value Uncertainty,Consider Buying,Consider Selling,Economic Moat,Business Risk Pillar,Moat Trend,Morningstar Credit Rating,Moat Source - Cost Advantage,Moat Source - Efficient Scale,Moat Source - Intangible Assets,Moat Source - Network Effect,Moat Source - Switch Cost,Quantitative Fair Value Estimate Base Currency,Quantitative Valuation,Quantitative Valuation Score,Quantitative Valuation Uncertainty,Quantitative Valuation Uncertainty Score,Quantitative Financial Health,Quantitative Financial Health Score,Quantitative Moat,Quantitative Moat Score,Payout Ratio TTM,Div Growth % 1 Yr (FY 1),Div Growth % 3 Yr (FY 1),Div Growth % 5 Yr (FY 1),Div Growth % 10 Yr (FY 1),Dividend Yield % TTM,Market Cap (mil) (Daily) Base Currency,Equity Style Box (Long),Daily Closing Price 2021-06-16 Base Currency,Return (Day to Day) 2021-05-17 to 2021-06-16 Base Currency,Price 52 Wk High Base Currency,Price 52 Wk Low Base Currency,Beta 3 Yr (Mo-End),Beta 5 Yr (Mo-End),EBT Margin % 1 Yr - FY1,ROIC (TTM),Rev Growth % 1 Yr (FY 1),Rev Growth % 3 Yr (FY 1),Rev Growth % 5 Yr (FY 1),FCF Growth % 1 Yr - FY1,FCF Growth % 3 Yr - FY1,CFO Growth % 3 Yr - FY1,Book Value per Share Growth % 3 Yr,Financial Health Grade,P/E Ratio (TTM) (Long),P/E Ratio 5 Yr Avg,PEG Ratio,Earnings Yield % TTM,Sector,Industry,GICS Sector,GICS Industry,GICS Sub-Industry,SecId,Company Id,Exchange Country,Ticker,ROIC % (TTM),ROIC % FY 1,ROIC % 1 Yr Year2008,ROIC % 1 Yr Year2009,ROIC % 1 Yr Year2010,ROIC % 1 Yr Year2011,ROIC % 1 Yr Year2012,ROIC % 1 Yr Year2013,ROIC % 1 Yr Year2014,ROIC % 1 Yr Year2015,ROIC % 1 Yr Year2016,ROIC % 1 Yr Year2017,Return on Equity TTM 2021-05,ROE % FY 1,ROE % FY 2,ROE % FY 3,ROE % FY 4,ROE % FY 5,ROE % FY 6,ROE % FY 7,ROE % FY 8,ROE % FY 9,ROE % FY 10,Probability of Default,Sustainalytics Rating Date,Sustainalytics Peer Group Name,Sustainalytics ESG Risk Classification,Sustainalytics ESG Risk Score,ESG Risk Rating Assessment,Notable Material ESG Issue 1,Notable Material ESG Issue 2,Notable Material ESG Issue 3,ESG Risk Exposure Score,ESG Risk Managed Score,Sustainalytics Environmental Risk Score,Sustainalytics Social Risk Score,Sustainalytics Governance Risk Score,Company Controversy Level Descriptor,Company Highest Controversy Level,Company Highest Controversy Topics,,,
Northern Trust Corp,US6658591044,NTRS,Active,1,1.38,86.00,Medium,60.20,116.10,Wide,,Stable,,Yes,No,Yes,No,Yes,138.14,Undervalued,1.16,Very High,0.45,Strong,0.90,Narrow,0.89,0.50,7.69,20.51,14.71,9.60,2.35,"24,766.61",Mid Blend,118.99,-0.39,123.10,72.64,1.15,1.10,30.49,,0.74,4.28,5.90,-32.92,2.32,3.31,7.91,D,21.60,16.78,1.57,4.71,Financial Services,Asset Management,Financials,,,0P000003YK,0C00000BVT,United States,NTRS,,,,,,,,,,,,,22.59,22.25,29.57,31.64,12.41,11.51,11.42,9.88,9.32,9.25,8.55,0.11,5/8/2021,Asset Management and Custody Services,Medium,25.13,3,Product Governance,Business Ethics,ESG Integration - Financials,42.60,17.47,2.24,12.55,10.33,Moderate,2,Yes,,,
Canadian Imperial Bank of Commerce,CA1360691010,CM,Active,3,1.11,133.00,Medium,93.10,179.55,Narrow,,Stable,,Yes,No,No,No,Yes,173.12,Undervalued,1.18,Very High,0.49,Strong,0.97,Narrow,0.97,0.49,3.93,4.64,6.24,5.28,3.97,"66,079.56",Large Blend,147.14,11.02,147.59,89.42,0.98,0.99,26.20,,0.77,4.87,6.41,226.67,190.10,190.60,8.12,B,11.86,10.08,,8.06,Financial Services,Banks - Diversified,Financials,,,0P000067ZZ,0C00000749,Canada,CM,,,,,,,,,,,,,13.94,10.03,14.61,16.72,17.97,19.78,18.61,18.58,20.80,22.14,21.83,0.12,5/8/2021,Diversified Banks,Low,18.31,4,Data Privacy and Security,ESG Integration - Financials,Product Governance,44.00,25.69,2.32,8.83,7.16,Moderate,2,Yes,,,
Manulife Financial Corp,CA56501R1064,MFC,Active,3,0.98,25.00,High,15.00,38.75,None,,Stable,,No,No,No,No,No,26.59,Undervalued,1.08,Medium,0.14,Strong,0.81,None,0.01,0.42,12.00,10.95,10.99,7.97,4.55,"47,772.85",Large Value,24.60,-5.01,27.68,17.58,1.28,1.28,8.78,,-0.90,10.83,18.64,-2.40,4.06,4.06,8.99,D,9.46,14.32,,10.85,Financial Services,Insurance - Life,Financials,,,0P0000684V,0C0000087W,Canada,MFC,,,,,,,,,,,,,10.84,12.28,12.44,11.60,5.11,7.25,5.98,11.90,12.41,7.54,0.19,0.22,5/8/2021,Life and Health Insurance,Low,19.40,4,Business Ethics,Product Governance,Data Privacy and Security,37.75,18.40,1.74,7.54,10.07,Low,1,Yes,,,
NuVista Energy Ltd,CA67072Q1046,NVA,,,,,,,,,,,,,,,,,4.43,Undervalued,1.37,Very High,0.75,Moderate,0.28,None,0.21,0.00,,,,,,729.48,Small Blend,3.23,24.23,3.29,0.61,3.72,3.60,-59.90,41.88,-27.47,3.98,13.48,,,-13.15,1.06,C,1.14,15.50,,83.28,Energy,Oil & Gas E&P,Energy,,,0P00005RZM,0C00000I7A,Canada,NVA,41.88,-8.50,11.56,1.01,-3.52,-11.47,-21.62,-8.50,-6.23,-19.95,0.70,10.96,69.87,-15.79,-4.64,12.01,11.65,-0.24,-26.25,-8.44,-8.97,-27.66,-18.57,0.00,5/8/2021,Oil & Gas Exploration and Production,Severe,41.68,1,,,,73.84,32.16,,,,Low,1,Yes,,,
Aurora Cannabis Inc,CA05156X8843,ACB,Active,3,0.87,13.00,Extreme,,,None,,Stable,,No,No,No,No,No,14.35,Undervalued,1.26,Very High,0.46,Moderate,0.40,None,0.05,0.00,,,,,,"2,249.05",Small Blend,11.36,37.03,24.10,4.93,3.41,3.13,"-1,213.27",-65.67,13.59,149.00,0.00,,,,37.58,D,,140.06,,-194.63,Healthcare,Drug Manufacturers - Specialty & Generic,Health Care,,,0P00009VJH,0C00000UQ1,Canada,ACB,-65.67,-83.35,-20.21,-10.56,-3.47,-19.22,-27.03,-45.47,-59.26,-103.50,-36.23,-8.45,-79.63,-100.51,-9.90,8.14,-11.53,-116.86,-339.82,-148.05,-44.49,-25.81,-18.21,0.15,5/8/2021,Pharmaceuticals,Severe,40.39,1,"Emissions, Effluents and Waste",Access to Basic Services,Occupational Health and Safety,53.10,12.71,4.43,24.78,11.18,Moderate,2,Yes,,,
Birchcliff Energy Ltd,CA0906971035,BIR,,,,,,,,,,,,,,,,,4.78,Undervalued,1.15,Very High,0.41,Moderate,0.35,None,0.00,1.00,-60.71,-25.56,,,0.48,"1,109.41",Small Value,4.17,24.63,4.30,1.05,2.76,2.83,-13.14,0.97,-14.44,-0.89,11.31,,,-13.19,-1.42,C,177.00,31.08,,0.48,Energy,Oil & Gas E&P,Energy,,,0P00005SHC,0C00000IH3,Canada,BIR,0.97,-1.77,6.08,-2.11,5.17,4.72,2.15,6.18,8.91,0.03,-0.21,-1.29,0.33,-3.83,-3.52,5.79,-3.03,-2.05,-1.52,11.38,7.37,1.60,5.49,0.00,5/8/2021,Oil & Gas Exploration and Production,Severe,50.64,1,,,,74.55,23.30,,,,Low,1,,,,
Brookfield Infrastructure Partners LP,BMG162521014,BIP.UN,,,,,,,,,,,,,,,,,61.41,Overvalued,0.93,Medium,0.14,Moderate,0.62,Narrow,0.82,4.01,-0.87,4.62,7.11,10.51,3.82,"19,529.19",Large Blend,66.08,4.45,69.94,52.90,0.88,0.83,13.45,3.99,34.68,35.96,36.79,10.09,11.32,19.54,-3.39,C,110.34,218.40,,0.90,Utilities,Utilities - Diversified,Utilities,,,0P0000L316,0C00000Y3E,Canada,BIP.UN,3.99,3.01,,4.78,6.03,4.75,2.79,2.43,3.61,3.76,5.39,2.32,3.41,2.48,0.91,3.47,0.21,6.29,4.44,2.75,-1.69,1.90,4.71,0.01,5/8/2021,Electric Utilities,High,35.85,2,Community Relations,Occupational Health and Safety,Carbon - Own Operations,50.35,14.50,12.90,16.10,6.85,None,0,,,,
Precision Drilling Corp,CA74022D4075,PD,,,,,,,,None,,,,,,,,,56.78,Undervalued,1.16,Very High,0.76,Moderate,0.24,None,0.05,0.00,,,,,,649.52,Small Value,48.82,43.04,49.23,15.20,3.62,3.52,-11.67,-3.24,-39.29,-10.86,-9.67,,,,-5.41,C,,44.62,,-22.70,Energy,Oil & Gas Drilling,Energy,,,0P000080HZ,0C000008KG,Canada,PD,-3.24,-1.60,3.47,8.51,6.45,8.54,3.40,7.53,2.81,-6.73,-1.38,-1.03,-10.34,-8.19,0.43,-17.47,-7.00,-7.62,-15.93,1.37,8.36,2.43,9.52,0.00,5/8/2021,Oil & Gas Drilling,Medium,26.39,3,,,,45.15,18.76,,,,Low,1,Yes,,,
Precision Drilling Corp,CA74022D4075,PDS,,,,,,,,None,,,,,,,,,46.32,Undervalued,1.16,Very High,0.76,Moderate,0.24,None,0.05,0.00,,,,,,532.98,Small Value,39.82,41.71,40.50,11.00,3.30,3.12,-11.67,-3.24,-39.29,-10.86,-9.67,,,,-5.41,C,,44.52,,-22.91,Energy,Oil & Gas Drilling,Energy,,,0P000004FG,0C000008KG,United States,PDS,-3.24,-1.60,3.47,8.51,6.45,8.54,3.40,7.53,2.81,-6.73,-1.38,-1.03,-10.34,-8.19,0.43,-17.47,-7.00,-7.62,-15.93,1.37,8.36,2.43,9.52,0.00,5/8/2021,Oil & Gas Drilling,Medium,26.39,3,,,,45.15,18.76,,,,Low,1,Yes,,,
Canfor Corp,CA1375761048,CFP,Under Review,,,,High,,,None,,Stable,,No,No,No,No,No,28.94,Undervalued,1.07,High,0.32,Moderate,0.59,None,0.04,0.00,,,,,,"3,397.20",Mid Blend,27.13,-13.57,35.53,10.53,2.14,2.07,13.20,35.62,17.09,6.13,6.80,,34.55,20.73,9.41,B,3.58,23.22,,30.70,Basic Materials,Lumber & Wood Production,Materials,,,0P00005RO9,0C00000IDG,Canada,CFP,35.62,19.79,-14.79,-2.70,6.68,-2.56,3.69,16.48,11.43,2.46,8.98,18.04,49.43,28.26,-14.21,18.74,21.49,10.72,1.82,12.69,18.39,2.36,-4.82,0.00,5/8/2021,Forestry,Medium,24.76,3,Resource Use,Carbon - Own Operations,"Emissions, Effluents and Waste",35.25,10.49,14.55,4.30,5.92,Moderate,2,Yes,,,
Tilray Inc,US88688T1007,TLRY,Active,3,1.24,18.00,Very High,9.00,31.50,None,,Stable,,No,No,No,No,No,18.38,Overvalued,0.83,High,0.21,Moderate,0.37,None,0.03,0.00,,,,,,"9,857.57",Mid Growth,22.23,31.69,48.84,6.48,2.24,2.49,,-23.29,128.73,198.27,296.79,,,,47.39,D,,100.83,,-10.84,Healthcare,Drug Manufacturers - Specialty & Generic,Health Care,,,0P0000UWT7,0C000096JA,Canada,TLRY,-23.29,-2.95,,,,,-29.57,-15.48,-61.43,-98.81,0.79,1.86,-35.01,-4.81,-1.15,4.10,2.72,1.65,-96.88,,,,,0.04,5/8/2021,Biotechnology,High,34.42,2,,,,39.78,5.36,,,,Low,1,Yes,,,
People's United Financial Inc,US7127041058,PBCT,,,,,,,,Narrow,,,,,,,,,18.69,Fairly Valued,1.01,High,0.24,Strong,0.79,None,0.20,1.38,1.41,1.43,1.46,1.51,3.92,"7,788.29",Mid Value,18.45,-4.65,19.62,9.74,1.24,1.23,17.49,,8.09,11.09,9.34,360.49,11.57,11.81,1.85,C,36.37,15.46,,2.82,Financial Services,Banks - Regional,Financials,,,0P000004AG,0C00000C6J,United States,PBCT,,,,,,,,,,,,,2.96,2.73,7.23,7.65,6.16,5.78,5.53,5.44,4.81,4.76,3.66,0.03,5/8/2021,Thrifts and Mortgages,Medium,23.77,3,Product Governance,Data Privacy and Security,ESG Integration - Financials,37.25,13.48,1.82,12.16,9.78,Moderate,2,Yes,,,
Canadian Western Bank,CA13677F1018,CWB,,,,,,,,Narrow,,,,,,,,,42.94,Undervalued,1.20,Very High,0.56,Strong,0.92,None,0.35,0.36,6.48,7.33,5.98,10.08,3.25,"3,113.41",Mid Value,35.72,0.38,37.75,22.05,1.79,1.80,41.07,,4.15,7.29,7.98,,,,8.58,B,11.63,11.38,,8.90,Financial Services,Banks - Regional,Financials,,,0P00005RO7,0C00000I4R,Canada,CWB,,,,,,,,,,,,,10.01,9.36,10.95,11.04,10.03,9.20,19.06,14.78,14.15,14.96,15.26,0.22,5/8/2021,Regional Banks,Medium,24.90,3,Product Governance,ESG Integration - Financials,Data Privacy and Security,41.05,16.15,2.09,12.84,9.97,Low,1,Yes,,,
Macy's Inc,US55616P1049,M,Active,3,1.00,18.70,High,11.22,28.99,None,,Negative,,No,No,No,No,No,18.20,Fairly Valued,0.98,High,0.20,Moderate,0.24,None,0.03,0.00,-75.00,-37.00,-22.98,6.56,,"5,813.23",Small Value,18.64,3.10,22.30,5.57,2.23,2.08,,-0.79,-28.56,-10.97,-7.74,-59.42,-46.81,-31.00,-24.16,D,,9.06,,-4.45,Consumer Cyclical,Department Stores,Consumer Discretionary,,,0P00000246,0C000007L9,United States,M,-0.79,-30.18,4.42,-25.05,4.93,8.81,11.37,11.85,12.98,13.42,10.43,7.31,-88.33,-88.33,8.80,18.19,31.11,14.63,22.27,26.25,24.16,22.28,21.91,0.07,5/8/2021,Department Stores,Low,14.57,4,Human Capital,Human Rights - Supply Chain,Carbon - Own Operations,27.00,12.43,2.71,7.23,4.63,Moderate,2,Yes,,,
Maxar Technologies Inc,US57778K1051,MAXR,,,,,,,,,,,,,,,,,42.20,Overvalued,0.86,High,0.28,Moderate,0.23,None,0.28,,0.00,-67.40,-48.76,,0.10,"3,502.16",Small Blend,48.97,28.97,74.44,20.33,1.06,1.15,-4.00,10.18,3.42,11.08,2.46,,,21.64,-22.32,D,,23.55,,-1.89,Technology,Communication Equipment,Industrials,,,0P00005RW1,0C00000I6I,Canada,MAXR,10.18,11.16,6.79,12.73,16.24,27.64,12.51,11.23,4.51,9.01,5.79,3.33,28.08,35.73,15.28,-100.08,4.45,8.19,13.81,5.64,19.42,33.67,37.48,0.05,5/8/2021,Communications Equipment,Medium,22.74,3,,,,33.00,10.26,,,,None,0,,,,
Crescent Point Energy Corp,CA22576C1014,CPG,Under Review,,,,Extreme,,,None,,Stable,,No,No,No,No,No,6.75,Undervalued,1.20,Very High,0.57,Moderate,0.29,None,0.00,,-56.25,-63.50,-61.65,-39.71,0.18,"3,280.64",Mid Value,5.64,15.86,5.87,1.41,3.48,3.42,-211.53,-1.62,-48.28,-19.56,-8.85,-62.97,,-20.59,-31.80,C,,,,-5.67,Energy,Oil & Gas E&P,Energy,,,0P000080G3,0C00000PP0,Canada,CPG,-1.62,-35.77,19.33,-0.17,1.74,3.69,3.01,1.94,4.89,-5.63,-5.84,-0.04,-5.86,-61.72,-17.29,-33.18,-1.32,-9.46,-8.58,5.45,1.70,2.64,3.54,0.00,5/8/2021,Oil & Gas Exploration and Production,Severe,43.65,1,"Emissions, Effluents and Waste",Carbon - Own Operations,Community Relations,77.10,33.45,23.83,10.72,9.10,None,0,,,,
Empire Co Ltd,CA2918434077,EMP.A,,,,,,,,,,,,,,,,,41.78,Fairly Valued,0.98,Medium,0.11,Moderate,0.63,None,0.29,0.19,9.09,5.39,5.92,6.88,1.22,"11,451.79",Mid Value,42.46,4.81,42.93,30.67,0.31,0.32,,8.20,5.75,3.75,2.13,,,,2.83,B,15.45,31.21,,6.17,Consumer Defensive,Grocery Stores,Consumer Staples,,,0P00005ROC,0C00000I6S,Canada,EMP.A,8.20,9.27,11.22,8.10,8.75,10.82,8.52,8.98,4.80,5.95,-28.59,4.17,17.57,14.72,10.05,4.34,4.36,-44.36,7.17,5.00,10.66,10.35,13.11,0.00,5/8/2021,Food Retail,Medium,27.48,3,Carbon - Own Operations,Product Governance,Human Rights - Supply Chain,37.10,9.62,8.45,12.74,6.29,Significant,3,Yes,,,
Hudson's Bay Co,CA4442181018,HBC,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.86,-37.00,-31.49,,0.45,,Small Value,,,11.00,6.22,2.01,1.60,,-8.17,-1.20,-5.65,12.41,,,,-24.11,,,105.11,,-26.39,Consumer Cyclical,Department Stores,Consumer Discretionary,,,0P0000CZ4O,0C00000IE0,Canada,HBC,-8.17,-7.70,,,,,71.19,1.04,-5.50,5.87,8.34,-5.52,,-34.34,-27.67,-18.73,13.89,10.32,-16.95,-3.57,151.58,,,,5/8/2021,Department Stores,,,#N/A,,,,,,,,,,,,,,
State Street Corporation,US8574771031,STT,Active,3,1.15,76.00,High,45.60,117.80,Wide,,Negative,,Yes,No,No,No,Yes,96.85,Undervalued,1.11,Very High,0.35,Strong,0.88,None,0.20,0.34,5.05,9.14,9.52,48.46,2.39,"30,328.87",Mid Value,87.21,0.53,89.28,56.63,1.56,1.59,27.29,,-0.02,1.00,2.36,-40.08,-22.17,-20.16,8.91,D,14.33,13.72,1.60,6.96,Financial Services,Asset Management,Financials,,,0P0000054E,0C00000CDE,United States,STT,,,,,,,,,,,,,9.75,9.99,9.45,11.97,10.62,10.81,9.79,9.98,10.01,10.28,10.26,0.33,5/8/2021,Asset Management and Custody Services,Medium,21.34,3,Human Capital,ESG Integration - Financials,Business Ethics,47.30,24.80,1.56,12.43,8.52,Moderate,2,Yes,,,
First Quantum Minerals Ltd,CA3359341052,FM,,,,,,,,None,,,,,,,,,25.65,Fairly Valued,0.98,High,0.16,Moderate,0.36,None,0.25,0.19,-0.42,-0.88,-35.29,-25.40,0.04,"18,075.06",Large Blend,26.18,-11.31,35.07,8.81,1.97,1.95,0.62,2.31,27.83,16.24,15.67,,,20.85,-0.54,C,614.62,97.36,,0.19,Basic Materials,Copper,Materials,,,0P00005RTL,0C00000IF1,Canada,FM,2.31,1.73,3.63,20.55,9.79,14.82,37.17,5.05,6.12,-3.31,-0.28,-1.92,0.26,-1.97,-0.60,4.78,-3.48,-0.48,-5.37,9.89,6.90,39.37,16.43,0.00,5/8/2021,Diversified Metals Mining,Severe,44.38,1,"Emissions, Effluents and Waste",Occupational Health and Safety,Human Capital,74.60,30.22,21.99,12.42,9.96,Significant,3,Yes,,,
Shawcor Ltd,CA8204391079,SCL,,,,,,,,,,,,,,,,,8.64,Undervalued,1.34,Extreme,0.83,Moderate,0.26,None,0.06,0.00,-75.00,-37.00,-23.45,-6.54,,453.71,Small Value,6.44,17.30,7.73,1.95,3.22,3.11,-19.17,0.07,-20.88,-9.03,-8.23,120.19,-47.02,-37.09,-12.01,C,,35.87,,-2.80,Energy,Oil & Gas Equipment & Services,Energy,,,0P00006884,0C00000GLJ,Canada,SCL,0.07,-16.05,20.08,16.00,11.39,6.51,18.86,22.39,8.98,7.43,-11.30,6.32,-2.01,-28.25,-3.31,2.46,6.85,-16.80,9.40,11.64,26.73,19.35,6.67,0.01,5/8/2021,Oil & Gas Equipment,High,32.05,2,,,,48.88,16.83,,,,Low,1,Yes,,,
NFI Group Inc,CA62910L1022,NFI,,,,,,,,,,,,,,,,,29.51,Undervalued,1.11,High,0.26,Moderate,0.39,None,0.26,,-51.04,-12.71,5.97,,3.21,"1,878.89",Small Value,26.47,4.42,32.74,14.40,1.69,1.59,-6.45,-2.11,-16.39,0.52,9.47,,-30.29,-27.32,-6.66,C,,16.82,,-6.15,Consumer Cyclical,Auto Manufacturers,Industrials,,,0P0000TWEZ,0C00000PN3,Canada,NFI,-2.11,-5.55,32.41,0.35,7.29,8.67,4.34,5.95,5.34,6.74,11.78,16.14,-10.80,-21.95,7.15,20.44,27.38,22.42,11.51,5.89,6.70,2.62,6.47,0.00,5/8/2021,Heavy Machinery and Trucks,Medium,28.24,3,Product Governance,Human Capital,Business Ethics,45.10,16.86,8.45,13.59,6.19,Low,1,Yes,,,
iA Financial Corp,CA45075E1043,IAG,,,,,,,,None,,,,,,,,,69.06,Fairly Valued,1.01,Medium,0.14,Moderate,0.70,None,0.14,0.28,9.92,10.70,10.83,7.07,2.84,"7,321.93",Mid Value,68.21,-4.84,72.31,42.35,1.49,1.48,4.31,,15.63,16.14,16.52,527.99,47.83,42.34,8.28,D,9.96,10.49,,10.19,Financial Services,Insurance - Diversified,Financials,,,0P00005RUY,0C00000IBQ,Canada,IAG,,,,,,,,,,,,,12.64,10.54,12.72,12.39,11.33,13.10,10.02,12.21,12.43,12.29,4.17,0.23,5/8/2021,Diversified Insurance Services,Medium,22.33,3,Data Privacy and Security,ESG Integration - Financials,Product Governance,38.35,16.11,1.77,9.45,11.01,Low,1,Yes,,,
L3Harris Technologies Inc,US5024311095,LHX,Active,3,1.07,207.00,Medium,144.90,279.45,Narrow,,Stable,,No,No,Yes,No,Yes,207.95,Overvalued,0.94,Low,0.08,Moderate,0.69,Narrow,0.99,0.55,15.40,14.42,11.35,13.72,1.68,"45,502.31",Large Blend,221.98,2.75,224.60,158.09,0.84,0.87,7.27,5.46,92.14,37.89,32.34,77.06,61.60,57.36,49.18,B,33.81,35.42,,2.91,Industrials,Aerospace & Defense,Industrials,,,0P000002LL,0C00000B7K,United States,LHX,5.46,4.53,15.54,2.23,18.58,16.21,2.42,5.15,17.69,7.02,5.55,9.13,6.48,5.17,,,,,,,,,,0.00,5/8/2021,Aerospace and Defence,High,38.64,2,Product Governance,Carbon - Products and Services,Bribery and Corruption,56.00,17.42,10.33,20.83,7.43,Moderate,2,Yes,,,
Walgreens Boots Alliance Inc,US9314271084,WBA,Active,3,1.07,50.00,Medium,35.00,67.50,Narrow,,Negative,,Yes,No,No,No,No,53.68,Fairly Valued,1.01,Low,0.10,Moderate,0.51,Narrow,0.87,,3.52,6.46,6.04,12.09,3.51,"46,080.87",Large Value,53.31,-1.72,57.05,33.36,0.45,0.46,0.53,-0.41,1.95,5.68,6.17,5.60,-11.37,-8.91,-3.86,C,,21.49,13.36,-1.33,Healthcare,Pharmaceutical Retailers,Consumer Staples,,,0P000005UI,0C000009KY,United States,WBA,-0.41,1.82,15.68,13.27,12.79,16.20,10.68,11.02,8.22,13.39,9.88,10.44,-2.75,2.07,16.08,18.79,14.22,13.74,16.43,9.67,13.52,12.86,18.56,0.00,5/8/2021,Drug Retail,Low,17.49,4,Data Privacy and Security,Product Governance,Human Capital,32.70,15.21,1.92,10.92,4.66,Significant,3,Yes,,,
Iamgold Corp,CA4509131088,IMG,,,,,,,,None,,,,,,,,,5.39,Undervalued,1.23,Very High,0.43,Strong,0.76,None,0.01,0.00,,,,,,"2,082.31",Small Blend,4.37,7.90,7.07,3.61,0.93,0.96,7.96,3.43,16.56,4.28,6.25,-65.69,-18.33,5.59,-4.79,C,18.95,21.78,,5.30,Basic Materials,Gold,Materials,,,0P0000683E,0C00000BDG,Canada,IMG,3.43,1.47,-0.64,3.88,9.64,26.08,8.02,-20.89,-5.72,-24.46,2.47,16.97,4.05,1.77,-16.25,-1.02,20.01,2.55,-33.46,-7.59,-25.38,9.29,26.12,0.00,5/8/2021,Gold,High,30.04,2,"Emissions, Effluents and Waste",Occupational Health and Safety,Community Relations,65.35,34.80,13.20,10.83,6.52,Moderate,2,Yes,,,
Citigroup Inc,US1729674242,C,Active,3,0.94,76.00,Medium,53.20,102.60,Narrow,,Stable,,Yes,No,No,No,Yes,84.75,Undervalued,1.19,High,0.29,Strong,0.88,None,0.30,0.28,6.25,28.56,66.38,,2.85,"147,711.22",Large Value,71.46,-6.66,80.29,40.49,1.98,1.92,18.06,,0.57,0.81,-0.52,,,,6.97,C,10.80,10.20,1.28,10.20,Financial Services,Banks - Diversified,Financials,,,0P000001A2,0C000007DF,United States,C,,,,,,,,,,,,,8.55,5.56,10.29,9.28,-4.16,6.64,8.03,3.37,6.87,4.04,6.37,0.01,5/8/2021,Diversified Banks,Medium,26.34,3,Business Ethics,ESG Integration - Financials,Product Governance,50.45,24.11,1.47,11.43,13.43,High,4,Yes,,,
SNC-Lavalin Group Inc,CA78460T1057,SNC,Active,3,0.92,35.00,Very High,17.50,61.25,None,,Stable,,No,No,No,No,No,34.46,Undervalued,1.07,High,0.17,Moderate,0.53,None,0.09,,-66.67,-58.16,-39.66,-19.27,0.25,"5,647.57",Mid Blend,32.17,0.06,33.94,17.50,1.57,1.50,-5.79,-11.67,-8.16,-9.12,-6.08,,,,-21.20,B,,22.06,,-5.12,Industrials,Engineering & Construction,Industrials,,,0P00005RVX,0C00000IFO,Canada,SNC,-11.67,-15.48,12.41,12.68,14.57,11.70,8.97,2.55,29.36,9.40,5.93,6.93,-24.18,-30.78,8.91,-29.67,8.40,6.60,11.26,49.84,1.74,15.46,20.48,0.00,5/8/2021,Non-Residential Construction,Medium,26.81,3,E&S Impact of Products and Services,Human Capital,Bribery and Corruption,53.00,26.19,6.91,12.57,7.32,Moderate,2,Yes,,,
Royal Bank of Canada,CA7800871021,RY,Active,3,1.01,127.00,Medium,88.90,171.45,Wide,,Stable,,Yes,No,No,No,Yes,150.22,Undervalued,1.18,Very High,0.54,Strong,0.97,Narrow,0.99,0.44,5.41,7.22,6.85,7.93,3.38,"181,956.31",Large Blend,127.68,4.78,128.18,90.55,0.81,0.81,30.55,,2.90,5.49,6.02,"1,034.54",55.30,54.39,6.94,A,12.62,12.30,,7.71,Financial Services,Banks - Diversified,Financials,,,0P0000687Q,0C000008UN,Canada,RY,,,,,,,,,,,,,17.03,14.08,16.64,17.19,16.90,16.66,18.42,18.97,19.37,18.95,19.15,0.06,5/8/2021,Diversified Banks,Low,16.94,4,Business Ethics,ESG Integration - Financials,Data Privacy and Security,46.85,29.91,1.17,9.98,5.79,Significant,3,Yes,,,
Surge Energy Inc,CA86880Y1097,SGY,,,,,,,,,,,,,,,,,0.65,Overvalued,0.94,Very High,0.57,Weak,0.20,None,0.21,0.00,-82.50,-42.24,-42.36,,,261.64,Small Value,0.69,32.69,0.76,0.14,3.27,3.17,-327.28,,-45.86,-3.93,-1.93,-35.17,,-8.32,,C,,,,-57.97,Energy,Oil & Gas E&P,Energy,,,0P00005TL0,0C00000KK1,Canada,SGY,,-100.52,10.20,-0.69,-3.47,1.31,-10.06,-0.36,-1.48,-15.67,-2.23,0.19,,-247.00,-21.07,-8.88,-0.86,-3.82,-22.66,-3.44,-1.64,-15.77,0.72,0.07,5/8/2021,Oil & Gas Exploration and Production,Severe,57.86,1,,,,74.55,16.69,,,,None,0,,,,
Bristol-Myers Squibb Company,US1101221083,BMY,Active,3,0.98,68.00,Medium,47.60,91.80,Wide,,Stable,,No,No,Yes,No,No,67.92,Fairly Valued,1.01,Medium,0.12,Moderate,0.69,Wide,1.00,,9.52,5.43,4.31,3.62,2.81,"149,421.90",Large Value,66.92,3.14,67.96,54.73,0.56,0.63,-16.16,-5.89,62.62,26.96,20.75,80.35,46.61,38.62,33.08,B,,53.59,22.95,-4.12,Healthcare,Drug Manufacturers - General,Health Care,,,0P000000VL,0C0000070T,United States,BMY,-5.89,-8.46,30.08,53.33,15.15,17.92,9.79,12.31,9.43,7.83,20.91,5.28,-14.21,-20.16,10.48,38.18,7.21,29.28,10.75,13.36,17.81,13.25,23.42,0.00,5/8/2021,Biotechnology,Medium,22.99,3,Product Governance,Business Ethics,Access to Basic Services,38.60,15.81,0.03,15.20,7.56,Moderate,2,Yes,,,
